child,parent,label
биология,стрептококк,0
микробиология,стрептококк,0
биология,белуха,0
зоология,белуха,0
океанология,белуха,0
искусство,твист,0
танец,твист,0
инженерное дело,изыскательские работы,0
строительство (отрасль),изыскательские работы,0
филология,глава текста,0
экономика,швейцарский франк,0
филология,швейцарский франк,0
денежная наличность,швейцарский франк,0
финансовая сфера,швейцарский франк,0
медицина,наркологическая помощь,0
сельское хозяйство,зернофураж,0
кулинарное искусство,зернофураж,0
животноводство,зернофураж,0
религия,шиит,0
ислам,шиит,0
искусство,заглавная роль,0
спорт,плавание с аквалангом,0
плавание,плавание с аквалангом,0
медицина,мания (психическое расстройство),0
психиатрия,мания (психическое расстройство),0
физиологическая наука,мания (психическое расстройство),0
преступление,мания (психическое расстройство),0
судоходство,судовое помещение,0
религия,религиозный праздник,0
автомобильный транспорт,автомобиль седан,0
государственная управленческая деятельность,государственная инспекция,0
супружество,невеста,0
семья,невеста,0
психологические науки,выносливый,0
черта характера,выносливый,0
оборона государства,подполковник,0
вооруженный конфликт,подполковник,0
военная служба,подполковник,0
филология,строфа,0
оборона государства,противопехотное оружие,0
военная служба,противопехотное оружие,0
биология,плацента,0
физиологическая наука,плацента,0
экономика,коммерческая тайна,0
предпринимательство,коммерческая тайна,0
экономика,копейка,0
филология,копейка,0
денежная наличность,копейка,0
финансовая сфера,копейка,0
зоология,профиль лица,0
анатомия (наука),профиль лица,0
медицина,нарушение слуха,0
физиологическая наука,нарушение слуха,0
биохимия,белок (органическое соединение),0
промышленность,твердая древесина,0
экономика,твердая древесина,0
сфера связи,телекоммуникационное оборудование,0
судоходство,квебек,0
экономика,специализированное детское учреждение,0
социальная защита,специализированное детское учреждение,0
сельское хозяйство,земледелие,0
ботаника,земледелие,0
растениеводство,земледелие,0
биология,клетка организма,0
биология,бульдог,0
сельское хозяйство,бульдог,0
зоология,бульдог,0
животноводство,бульдог,0
филология,имя прилагательное,0
телевидение,работник телевидения,0
филология,программа-минимум,0
электротехника (сфера деятельности),электроинструмент,0
политическая деятельность,внутренняя политика,0
государственная управленческая деятельность,внутренняя политика,0
уход за телом,губная помада,0
компьютер,компьютер макинтош,0
промышленность,мука,0
экономика,мука,0
"чувство, эмоция",прослушивание телефонных разговоров,0
правовая система,садомазохизм,0
преступление,садомазохизм,0
промышленность,зерноводство,0
сельское хозяйство,зерноводство,0
ботаника,зерноводство,0
растениеводство,зерноводство,0
"цвет, окраска",цвет глаз,0
наказание,безнаказанность,0
биология,панда,0
зоология,панда,0
искусство,дискография,0
музыкальное искусство,дискография,0
филология,дискография,0
правовая система,срок давности,0
"время, продолжительность",срок давности,0
судоустройство,срок давности,0
биология,семга,0
зоология,семга,0
биология,левое полушарие,0
семья,тетка,0
наука,микробиолог,0
микробиология,микробиолог,0
промышленность,скоропортящиеся продукты,0
экономика,скоропортящиеся продукты,0
"чувство, эмоция","восторг, восхищение",0
промышленность,вагоностроительная промышленность,0
транспортная сфера,вагоностроительная промышленность,0
железнодорожный транспорт,вагоностроительная промышленность,0
машиностроение,вагоностроительная промышленность,0
промышленность,атомное оборудование,0
энергетика (сфера деятельности),атомное оборудование,0
биология,пятка ноги,0
зоология,пятка ноги,0
судоходство,калькутта,0
биология,сирень,0
ботаника,сирень,0
спорт,метание копья,0
легкая атлетика,метание копья,0
экологическая наука,воздухоочистительное оборудование,0
религия,православный христианин,0
христианство,православный христианин,0
православие,православный христианин,0
транспортная сфера,троллейбусный транспорт,0
пассажирский транспорт,троллейбусный транспорт,0
медицина,истерический невроз,0
психиатрия,истерический невроз,0
физиологическая наука,истерический невроз,0
телефонная связь,горячая линия,0
промышленность,реклама по интернету,0
экономика,реклама по интернету,0
компьютер,реклама по интернету,0
интернет,реклама по интернету,0
медицина,санитарный досмотр,0
промышленность,табачная промышленность,0
сельское хозяйство,табачная промышленность,0
судоходство,навигационный период,0
искусство,гитара,0
музыкальное искусство,гитара,0
"чувство, эмоция",звереть,0
"цвет, окраска",металлик (цвет),0
биология,биологические ритмы,0
сельское хозяйство,перец (пряность),0
кулинарное искусство,перец (пряность),0
искусство,видеоролик,0
кинематография,видеоролик,0
компьютер,сервер,0
сфера связи,сервер,0
океанология,морской прилив,0
семья,отец,0
наука,коэффициент,0
математические науки,коэффициент,0
биология,"глашатай, герольд",0
автомобильный транспорт,дорожное покрытие,0
дорожное движение,дорожное покрытие,0
промышленность,ткацкий челнок,0
правовая система,допрос,0
преступление,допрос,0
правоохранительная деятельность,допрос,0
судоустройство,допрос,0
искусство,поп-рок,0
музыкальное искусство,поп-рок,0
игра (развлечение),полузащитник,0
спорт,полузащитник,0
медицина,стоматологическое заболевание,0
стоматологическая помощь,стоматологическое заболевание,0
физиологическая наука,стоматологическое заболевание,0
экономика,финансовый анализ,0
промышленность,сигарета,0
сельское хозяйство,сигарета,0
наука,ускоритель элементарных частиц,0
физика,ускоритель элементарных частиц,0
ядерная физика,ускоритель элементарных частиц,0
биология,сновидение,0
физиологическая наука,сновидение,0
биология,журавль (птица),0
зоология,журавль (птица),0
биология,личинка животного,0
зоология,личинка животного,0
биология,планктон,0
ботаника,планктон,0
зоология,планктон,0
океанология,планктон,0
строительство (отрасль),очередь строительства,0
правовая система,этническая чистка,0
политическая деятельность,этническая чистка,0
государственная управленческая деятельность,этническая чистка,0
антропология,этническая чистка,0
преступление,этническая чистка,0
электротехника (сфера деятельности),микроволновая печь,0
океанология,малая курильская гряда,0
измерение,унция,0
экономика,работник коммунального хозяйства,0
коммунальное хозяйство,работник коммунального хозяйства,0
"редкий, неплотный",плотный по составу,0
экономика,приходно-расходный документ,0
филология,приходно-расходный документ,0
бухгалтерский учет,приходно-расходный документ,0
финансовая сфера,приходно-расходный документ,0
автомобильный транспорт,кабриолет (машина),0
высшее образование,академия (высшее учебное заведение),0
"чувство, эмоция","лень, леность",0
антропология,боснийцы,0
семья,двоюродный брат,0
антропология,ахвахцы,0
геологические науки,поделочный камень,0
добывающая промышленность,поделочный камень,0
сельское хозяйство,зерновой элеватор,0
торговля,зерновой элеватор,0
правовая система,умышленное преступление,0
преступление,умышленное преступление,0
оборона государства,капитан судна,0
судоходство,капитан судна,0
вооруженный конфликт,капитан судна,0
военная служба,капитан судна,0
электротехника (сфера деятельности),электротехническое оборудование,0
предмет интерьера,скамья запасных,0
спортивная игра,скамья запасных,0
искусство,саундтрек,0
музыкальное искусство,саундтрек,0
кинематография,саундтрек,0
транспортная сфера,путевой лист,0
филология,путевой лист,0
искусство,секстет (музыкальное произведение),0
музыкальное искусство,секстет (музыкальное произведение),0
безжизненный (невыразительный),живой (выразительный),0
медицина,пенициллин,0
фармакология,пенициллин,0
"чувство, эмоция","поклонник, ухажер",0
мода,стрелка на брюках,0
одежда,стрелка на брюках,0
промышленность,сельскохозяйственное поле,0
сельское хозяйство,сельскохозяйственное поле,0
растениеводство,сельскохозяйственное поле,0
филология,монгольские языки,0
психологические науки,педантичный (строгий в выполнении всех требований),0
черта характера,педантичный (строгий в выполнении всех требований),0
медицина,бальзам (сок растений),0
биология,бальзам (сок растений),0
фармакология,бальзам (сок растений),0
физиологическая наука,бальзам (сок растений),0
оборона государства,вице-адмирал,0
океанология,вице-адмирал,0
вооруженный конфликт,вице-адмирал,0
военная служба,вице-адмирал,0
"время, продолжительность",застарелый,0
географические науки,возвышенность,0
измерение,тройская унция,0
промышленность,рулет (окорок),0
экономика,рулет (окорок),0
промышленность,предприятие переработки,0
искусство,мелодия,0
музыкальное искусство,мелодия,0
биохимия,антитела,0
дипломатические отношения,консульское учреждение,0
политическая деятельность,районное самоуправление,0
государственная управленческая деятельность,районное самоуправление,0
мода,камзол (старинная одежда),0
одежда,камзол (старинная одежда),0
биология,осязание,0
"чувство, эмоция",осязание,0
спорт,чемпионат мира по футболу,0
футбол,чемпионат мира по футболу,0
медицина,злокачественное новообразование,0
физиологическая наука,злокачественное новообразование,0
близкий по времени,далекий по времени,0
"время, продолжительность",далекий по времени,0
мода,шляпка с вуалью,0
одежда,шляпка с вуалью,0
железнодорожный транспорт,паровоз,0
психологические науки,боязливый,0
черта характера,боязливый,0
правовая система,локаут,0
трудовые отношения,локаут,0
некомплект,комплект (набор),0
мода,"корсет (широкий пояс, стягивающий талию)",0
одежда,"корсет (широкий пояс, стягивающий талию)",0
биология,позвоночное животное,0
зоология,позвоночное животное,0
"цвет, окраска",рыжеволосый,0
астрономия,межпланетное пространство,0
медицина,кишечное инфекционное заболевание,0
физиологическая наука,кишечное инфекционное заболевание,0
медицина,овод,0
биология,овод,0
зоология,овод,0
промышленность,бревно,0
экономика,бревно,0
правовая система,судимость,0
преступление,судимость,0
правоохранительная деятельность,судимость,0
уголовное наказание,судимость,0
правовая система,эксплуатация труда,0
трудовые отношения,эксплуатация труда,0
наука,делитель,0
математические науки,делитель,0
биология,рудиментарный орган,0
спорт,спортивное наказание,0
спортивная игра,спортивное наказание,0
промышленность,нефтехимическая промышленность,0
энергетика (сфера деятельности),нефтехимическая промышленность,0
мода,дамская шляпа,0
одежда,дамская шляпа,0
антропология,голландцы,0
психологические науки,рассеянный человек,0
черта характера,рассеянный человек,0
психологические науки,"подтянутый, подобранный",0
черта характера,"подтянутый, подобранный",0
строительство (отрасль),цемент,0
антропология,черногорцы,0
биология,бицепс,0
искусство,любительское искусство,0
оборона государства,полковник,0
вооруженный конфликт,полковник,0
военная служба,полковник,0
религия,мусульманка,0
ислам,мусульманка,0
строительство (отрасль),кафельная плитка,0
промышленность,фрезеровщик,0
"чувство, эмоция",томиться,0
сельское хозяйство,финик,0
растениеводство,финик,0
электротехника (сфера деятельности),проблесковый маячок,0
автомобильный транспорт,проблесковый маячок,0
средства массовой информации,журналист,0
гидрометеорология,град,0
предмет интерьера,шкаф (предмет мебели),0
психологические науки,настороженный,0
черта характера,настороженный,0
медицина,имплантант,0
промышленность,имплантант,0
экономика,имплантант,0
ветеринарная деятельность,птичий грипп,0
зоология,птичий грипп,0
физиологическая наука,птичий грипп,0
спорт,тайский бокс,0
спортивная борьба,тайский бокс,0
наука,психологические науки,0
психологические науки,психологические науки,0
оборона государства,биатлонное стрельбище,0
военная служба,биатлонное стрельбище,0
делопроизводство,копировальная бумага,0
промышленность,метростроевец,0
строительство (отрасль),метростроевец,0
железнодорожный транспорт,метростроевец,0
медицина,врожденный порок развития,0
физиологическая наука,врожденный порок развития,0
психологические науки,прагматичный человек,0
черта характера,прагматичный человек,0
измерение,единица массы,0
биология,камчатский краб,0
зоология,камчатский краб,0
авиация (сфера деятельности),авиационное оборудование,0
судоходство,судовая рубка,0
предмет интерьера,шкаф индивидуального пользования,0
оборона государства,нарезное оружие,0
политическая деятельность,вице-мэр,0
государственная управленческая деятельность,вице-мэр,0
рыболовство,рыболовная леска,0
автомобильный транспорт,асфальтирование,0
экономика,прейскурант,0
филология,прейскурант,0
литература,прейскурант,0
торговля,прейскурант,0
биология,моча,0
физиологическая наука,моча,0
правовая система,растратчик,0
преступление,растратчик,0
финансовая сфера,растратчик,0
транспортная сфера,трамвайный вагон,0
железнодорожный транспорт,трамвайный вагон,0
пассажирский транспорт,трамвайный вагон,0
спорт,параллельный слалом (сноубординг),0
экономика,десертное вино,0
наука,оппонент диссертации,0
компьютер,драйвер,0
автомобильный транспорт,антикрыло,0
спорт,конькобежец,0
катание на коньках,конькобежец,0
промышленность,офис,0
экономика,офис,0
спорт,футбольное поле,0
футбол,футбольное поле,0
спортивная игра,футбольное поле,0
средства массовой информации,журналистика,0
биология,куньи,0
зоология,куньи,0
вооруженный конфликт,"сдать, отдать неприятелю",0
филология,печать на документе,0
промышленность,панель (обшивка стены),0
промышленность,свинарник,0
сельское хозяйство,свинарник,0
животноводство,свинарник,0
компьютер,педаль (рычаг),0
религия,акафист (книга),0
филология,акафист (книга),0
экономика,государственное финансирование,0
денежная наличность,государственное финансирование,0
финансовая сфера,государственное финансирование,0
авиация (сфера деятельности),автопилот,0
биология,утка,0
сельское хозяйство,утка,0
зоология,утка,0
животноводство,утка,0
филология,согласование слов,0
измерение,спектрометр,0
физика,спектрометр,0
медицина,запор кишечника,0
биология,запор кишечника,0
физиологическая наука,запор кишечника,0
строительство (отрасль),олифа,0
экономика,активы предприятия,0
предпринимательство,активы предприятия,0
экономика,медиамагнат,0
средства массовой информации,медиамагнат,0
экономика,озеленительные работы,0
ботаника,озеленительные работы,0
экологическая наука,озеленительные работы,0
антропология,оманцы,0
филология,хинди,0
антропология,аварцы,0
добывающая промышленность,минерально-сырьевая продукция,0
оборона государства,военнослужащий,0
вооруженный конфликт,военнослужащий,0
военная служба,военнослужащий,0
биология,домашняя коза,0
сельское хозяйство,домашняя коза,0
зоология,домашняя коза,0
животноводство,домашняя коза,0
биология,анчоус,0
зоология,анчоус,0
океанология,анчоус,0
психологические науки,заботливый,0
черта характера,заботливый,0
медицина,лекарственная форма,0
фармакология,лекарственная форма,0
промышленность,газозаправочная станция,0
автомобильный транспорт,газозаправочная станция,0
бездорожье,автомобильная дорога,0
автомобильный транспорт,автомобильная дорога,0
дорожное движение,автомобильная дорога,0
промышленность,рябина (плод),0
сельское хозяйство,рябина (плод),0
отдых,школьная перемена,0
сфера образования,школьная перемена,0
строительство (отрасль),стеновые материалы,0
музыкальное искусство,пение караоке,0
дипломатические отношения,вице-консул,0
судоходство,лоцманские работы,0
медицина,косметическая операция,0
хирургия,косметическая операция,0
экономика,розничная сеть,0
торговля,розничная сеть,0
промышленность,печное топливо,0
энергетика (сфера деятельности),печное топливо,0
экономика,библиотека (учреждение),0
медицина,онкологический центр,0
экономика,онкологический центр,0
строительство (отрасль),профилированный настил,0
металлургическая промышленность,профилированный настил,0
транспортная сфера,комбайнер,0
сельское хозяйство,комбайнер,0
кулинарное искусство,рубец жвачных,0
зоология,рубец жвачных,0
физиологическая наука,рубец жвачных,0
анатомия (наука),рубец жвачных,0
политическая деятельность,высший орган исполнительной власти,0
государственная управленческая деятельность,высший орган исполнительной власти,0
географические науки,австралия,0
музыкальное искусство,настройка музыкального инструмента,0
политическая деятельность,диктатор (правитель),0
государственная управленческая деятельность,диктатор (правитель),0
компьютер,программно-аппаратный комплекс,0
уход за телом,одеколон,0
наука,материалист (последователь материализма),0
философские науки,материалист (последователь материализма),0
авиация (сфера деятельности),авиалиния,0
исторические науки,доисторический период,0
медицина,заикание (патология речи),0
физиологическая наука,заикание (патология речи),0
отдых,дискотека,0
танец,дискотека,0
игра (развлечение),играть в игру,0
океанология,аденский залив,0
судоходство,порт скандинавии,0
денежная наличность,тарифы на услуги,0
игра (развлечение),бомбардир (нападающий),0
спорт,бомбардир (нападающий),0
измерение,часовой пояс,0
"время, продолжительность",часовой пояс,0
энергетика (сфера деятельности),хранение нефти,0
экономика,маринад (соус),0
кулинарное искусство,маринад (соус),0
преступление,подпольная организация,0
искусство,актер-статист,0
биология,гайморова полость,0
зоология,гайморова полость,0
искусство,рок-группа,0
музыкальное искусство,рок-группа,0
транспортная сфера,перевалка нефти,0
энергетика (сфера деятельности),перевалка нефти,0
грузовые перевозки,перевалка нефти,0
"чувство, эмоция","недоспать, не выспаться",0
искусство,фильмотека,0
кинематография,фильмотека,0
"цвет, окраска",контрастность изображения,0
строительство (отрасль),базальт,0
политическая деятельность,политическая борьба,0
экономика,малага,0
музыкальное искусство,струна музыкального инструмента,0
политическая деятельность,демократизация,0
государственная управленческая деятельность,демократизация,0
политическая деятельность,министерство экономического развития и торговли,0
государственная управленческая деятельность,министерство экономического развития и торговли,0
экологическая наука,восстановление плодородия земли,0
экономика,финансовый регулятор,0
финансовая сфера,финансовый регулятор,0
зоология,почечная лоханка,0
анатомия (наука),почечная лоханка,0
наука,ученый-экономист,0
экономика,ученый-экономист,0
искусство,лейтмотив (музыкальная тема),0
музыкальное искусство,лейтмотив (музыкальная тема),0
биология,декоративная культура,0
ботаника,декоративная культура,0
телефонная связь,телефонограмма,0
живопись (искусство),темпера (вид краски),0
автомобильный транспорт,мусоровоз,0
судоходство,роттердам,0
транспортная сфера,разгрузка грузов,0
грузовые перевозки,разгрузка грузов,0
искусство,"постановка фильма, представления",0
океанология,ледовитый океан,0
сфера образования,дополнительное образование,0
биология,вымершее животное,0
зоология,вымершее животное,0
палеонтология,вымершее животное,0
"беспорядок, отсутствие порядка",порядок (состояние),0
измерение,разгрузочный день,0
"время, продолжительность",разгрузочный день,0
отдых,пикник,0
экономика,операции с долговыми ценными бумагами,0
финансовая сфера,операции с долговыми ценными бумагами,0
ценная бумага,операции с долговыми ценными бумагами,0
медицина,рентгенодиагностика,0
фотоискусство,рентгенодиагностика,0
радиационная медицина,рентгенодиагностика,0
правовая система,преступление против общественной безопасности,0
преступление,преступление против общественной безопасности,0
"время, продолжительность",скрытый период,0
предмет интерьера,колыбель для младенца,0
промышленность,инкубация яиц,0
сельское хозяйство,инкубация яиц,0
животноводство,инкубация яиц,0
промышленность,теплоэлектроцентраль,0
экономика,теплоэлектроцентраль,0
электротехника (сфера деятельности),теплоэлектроцентраль,0
энергетика (сфера деятельности),теплоэлектроцентраль,0
политическая деятельность,король (монарх),0
государственная управленческая деятельность,король (монарх),0
промышленность,вторичная переработка,0
филология,норвежский язык,0
политическая деятельность,крыло партии,0
политическая партия,крыло партии,0
промышленность,ремонт обуви,0
экономика,ремонт обуви,0
мода,ремонт обуви,0
обувь,ремонт обуви,0
мода,смокинг,0
одежда,смокинг,0
отдых,сценограф,0
искусство,сценограф,0
театральное искусство,сценограф,0
изобразительное искусство,сценограф,0
политическая деятельность,министерство промышленности,0
государственная управленческая деятельность,министерство промышленности,0
искусство,исполнительское искусство,0
геологические науки,полевой шпат,0
добывающая промышленность,полевой шпат,0
измерение,спиртовой градус,0
искусство,рельеф (скульптурное произведение),0
изобразительное искусство,рельеф (скульптурное произведение),0
ваяние,рельеф (скульптурное произведение),0
фотоискусство,фотографический негатив,0
железнодорожный транспорт,железнодорожные средства транспорта,0
филология,гиперссылка,0
экономика,пешеходная зона,0
"чувство, эмоция",излияние своих чувств,0
правовая система,преступление террористической направленности,0
преступление,преступление террористической направленности,0
терроризм,преступление террористической направленности,0
филология,травник (лечебник),0
литература,травник (лечебник),0
правовая система,защита в суде,0
судоустройство,защита в суде,0
биология,глазной белок,0
зоология,глазной белок,0
биология,лодыжка,0
отдых,детский отдых,0
кулинарное искусство,недоедать,0
транспортная сфера,транспортировка газа,0
добывающая промышленность,транспортировка газа,0
грузовые перевозки,транспортировка газа,0
медицина,клаустрофобия,0
психиатрия,клаустрофобия,0
физиологическая наука,клаустрофобия,0
"чувство, эмоция",клаустрофобия,0
экономика,жилищный фонд,0
коммунальное хозяйство,жилищный фонд,0
"цвет, окраска",ржавый (красно-бурый),0
биология,репа,0
ботаника,репа,0
религия,хасидизм,0
иудаизм,хасидизм,0
религия,миссионерская организация,0
христианство,миссионерская организация,0
уголовное наказание,освобождение от наказания,0
вооруженный конфликт,бомбардировка,0
искусство,труба (духовой инструмент),0
музыкальное искусство,труба (духовой инструмент),0
биология,лисица,0
зоология,лисица,0
средства массовой информации,газетная утка,0
преступление,осведомитель,0
правоохранительная деятельность,осведомитель,0
океанология,гебридские острова,0
отдых,мюзикл,0
искусство,мюзикл,0
музыкальное искусство,мюзикл,0
театральное искусство,мюзикл,0
кинематография,мюзикл,0
медицина,онкологический больной,0
физиологическая наука,онкологический больной,0
экономика,перуанское инти,0
филология,перуанское инти,0
денежная наличность,перуанское инти,0
финансовая сфера,перуанское инти,0
религия,старообрядчество,0
христианство,старообрядчество,0
православие,старообрядчество,0
компьютер,электронная карта,0
науки о земле,электронная карта,0
геологические науки,электронная карта,0
географические науки,электронная карта,0
спорт,авиационно-спортивная организация,0
авиация (сфера деятельности),авиационно-спортивная организация,0
зоология,стая животных,0
биология,зрение,0
"чувство, эмоция",зрение,0
измерение,среда (день недели),0
"время, продолжительность",среда (день недели),0
преступление,взятие под стражу,0
правоохранительная деятельность,взятие под стражу,0
антропология,ливийцы,0
туризм,туристический сервис,0
экономика,туристический сервис,0
промышленность,некоммерческая организация,0
экономика,некоммерческая организация,0
высшее образование,высшее учебное заведение,0
социальная защита,дети-сироты,0
религия,святые отцы церкви,0
христианство,святые отцы церкви,0
промышленность,затемнить (сделать темным или закрыть),0
экономика,сбережения,0
филология,сбережения,0
денежная наличность,сбережения,0
финансовая сфера,сбережения,0
политическая деятельность,органы власти субъекта федерации,0
государственная управленческая деятельность,органы власти субъекта федерации,0
наука,теория относительности,0
физика,теория относительности,0
"чувство, эмоция",презрение (пренебрежительное отношение),0
судоходство,трюм,0
"время, продолжительность",судный день,0
анатомия (наука),эндокринная система,0
кулинарное искусство,сервировка стола,0
сельское хозяйство,козленок,0
зоология,козленок,0
животноводство,козленок,0
экономика,"покупка, купленная вещь",0
денежная наличность,"покупка, купленная вещь",0
торговля,"покупка, купленная вещь",0
"явный, открытый, нескрываемый","тайный, секретный",0
экономика,арык,0
инженерное дело,арык,0
коммунальное хозяйство,арык,0
биология,памятливость,0
антропология,сицилийцы,0
"достичь, добиться",недостижимый,0
вооруженный конфликт,боевое отравляющее вещество,0
кулинарное искусство,половник,0
транспортная сфера,фляга (большой сосуд),0
грузовые перевозки,фляга (большой сосуд),0
